ID,iptm,ptm,ranking_score,fraction_disordered
296_586,0.16,0.57,0.28,0.08
296_397,0.25,0.42,0.43,0.29
296_611,0.67,0.74,0.73,0.1
296_223,0.18,0.53,0.29,0.08
296_027,0.07,0.67,0.33,0.28
296_005,0.2,0.58,0.32,0.08
296_400,0.1,0.53,0.25,0.14
296_032,0.24,0.69,0.47,0.27
296_351,0.19,0.51,0.3,0.1
296_171,0.2,0.61,0.46,0.36
296_649,0.24,0.52,0.39,0.18
296_468,0.18,0.48,0.28,0.09
296_313,0.46,0.58,0.55,0.14
296_445,0.14,0.49,0.27,0.12
296_539,0.13,0.4,0.24,0.12
296_413,0.2,0.59,0.31,0.08
296_353,0.16,0.58,0.33,0.18
296_075,0.15,0.54,0.31,0.16
296_375,0.26,0.49,0.36,0.11
296_424,0.12,0.51,0.25,0.1
296_352,0.13,0.44,0.25,0.11
296_354,0.08,0.53,0.26,0.18
296_016,0.17,0.5,0.29,0.1
296_078,0.13,0.48,0.26,0.11
296_409,0.1,0.53,0.25,0.13
296_569,0.2,0.5,0.4,0.28
296_135,0.46,0.58,0.52,0.07
296_214,0.42,0.64,0.52,0.11
296_085,0.2,0.53,0.35,0.17
296_558,0.13,0.46,0.29,0.17
296_060,0.31,0.47,0.44,0.2
296_218,0.21,0.53,0.33,0.11
296_270,0.11,0.43,0.31,0.27
296_414,0.15,0.5,0.33,0.22
296_084,0.21,0.54,0.34,0.13
296_545,0.11,0.48,0.31,0.25
296_279,0.17,0.48,0.34,0.21
296_350,0.13,0.54,0.27,0.12
296_419,0.18,0.51,0.31,0.11
296_477,0.22,0.57,0.33,0.09
296_137,0.08,0.59,0.29,0.22
296_096,0.11,0.45,0.27,0.18
296_007,0.37,0.6,0.47,0.11
296_177,0.07,0.51,0.29,0.25
296_374,0.15,0.51,0.26,0.09
296_159,0.19,0.62,0.4,0.24
296_595,0.15,0.52,0.27,0.1
296_314,0.15,0.49,0.28,0.13
296_041,0.3,0.62,0.43,0.13
296_532,0.28,0.53,0.37,0.08
296_494,0.17,0.49,0.3,0.12
296_580,0.17,0.52,0.33,0.18
296_229,0.12,0.54,0.28,0.15
296_108,0.22,0.58,0.37,0.16
296_029,0.25,0.63,0.4,0.16
296_415,0.22,0.46,0.31,0.09
296_594,0.14,0.51,0.27,0.1
296_264,0.11,0.59,0.31,0.22
296_511,0.28,0.51,0.4,0.15
296_130,0.09,0.46,0.26,0.19
296_621,0.14,0.63,0.29,0.09
296_034,0.14,0.46,0.26,0.11
296_048,0.24,0.62,0.36,0.08
296_252,0.18,0.51,0.3,0.1
296_474,0.16,0.55,0.31,0.14
296_146,0.17,0.48,0.28,0.1
296_592,0.16,0.4,0.34,0.28
296_439,0.16,0.52,0.3,0.13
296_038,0.23,0.63,0.39,0.16
296_301,0.15,0.52,0.3,0.15
296_385,0.35,0.58,0.47,0.14
296_428,0.35,0.5,0.44,0.11
296_591,0.14,0.47,0.26,0.09
296_597,0.12,0.51,0.24,0.1
296_441,0.28,0.52,0.4,0.14
296_217,0.23,0.5,0.34,0.11
296_465,0.31,0.61,0.44,0.14
296_593,0.12,0.47,0.29,0.2
296_050,0.13,0.45,0.25,0.11
296_526,0.16,0.57,0.29,0.09
296_113,0.3,0.59,0.4,0.09
296_343,0.5,0.65,0.57,0.07
296_006,0.23,0.63,0.4,0.19
296_326,0.14,0.42,0.44,0.48
296_582,0.11,0.6,0.39,0.37
296_101,0.12,0.46,0.24,0.1
296_517,0.13,0.49,0.26,0.11
296_568,0.28,0.57,0.42,0.17
296_312,0.25,0.66,0.45,0.24
296_509,0.16,0.47,0.28,0.11
296_232,0.11,0.36,0.25,0.18
296_407,0.11,0.5,0.26,0.16
296_320,0.22,0.61,0.33,0.07
296_393,0.09,0.41,0.21,0.12
296_173,0.11,0.49,0.26,0.15
296_203,0.11,0.58,0.31,0.2
296_417,0.15,0.5,0.26,0.07
296_295,0.1,0.62,0.35,0.29
296_155,0.31,0.6,0.45,0.18
296_259,0.15,0.43,0.3,0.19
296_199,0.29,0.47,0.37,0.1
296_002,0.11,0.46,0.23,0.1
296_615,0.2,0.57,0.32,0.09
296_206,0.11,0.48,0.24,0.11
296_261,0.27,0.52,0.36,0.09
296_625,0.24,0.63,0.34,0.05
296_427,0.18,0.56,0.31,0.12
296_336,0.09,0.51,0.3,0.25
296_059,0.28,0.41,0.54,0.47
296_282,0.16,0.5,0.3,0.16
296_603,0.1,0.54,0.35,0.32
296_172,0.1,0.45,0.24,0.13
296_184,0.3,0.49,0.39,0.1
296_262,0.31,0.51,0.4,0.1
054_260,0.22,0.62,0.32,0.04
054_515,0.3,0.7,0.41,0.06
054_137,0.21,0.7,0.34,0.07
054_551,0.36,0.71,0.46,0.06
054_207,0.29,0.66,0.38,0.05
054_451,0.18,0.64,0.29,0.05
054_614,0.2,0.68,0.34,0.09
054_605,0.2,0.61,0.31,0.05
054_132,0.27,0.65,0.37,0.05
054_372,0.18,0.64,0.3,0.06
054_620,0.2,0.69,0.32,0.05
054_101,0.17,0.63,0.28,0.05
054_053,0.32,0.71,0.43,0.07
054_174,0.18,0.7,0.31,0.06
054_593,0.2,0.65,0.32,0.07
054_283,0.24,0.65,0.35,0.05
054_609,0.31,0.67,0.41,0.05
054_520,0.22,0.69,0.34,0.05
054_498,0.21,0.64,0.32,0.05
054_158,0.22,0.62,0.32,0.05
054_005,0.19,0.6,0.29,0.04
054_355,0.2,0.68,0.32,0.05
054_611,0.35,0.63,0.43,0.04
054_595,0.19,0.62,0.3,0.05
054_368,0.22,0.64,0.33,0.05
054_153,0.23,0.65,0.34,0.05
054_239,0.24,0.61,0.34,0.05
054_356,0.22,0.72,0.38,0.11
054_405,0.2,0.64,0.31,0.05
054_457,0.2,0.66,0.32,0.06
054_155,0.27,0.7,0.39,0.06
054_113,0.23,0.62,0.33,0.04
054_453,0.21,0.61,0.31,0.05
054_302,0.26,0.66,0.36,0.05
054_399,0.31,0.68,0.41,0.05
054_295,0.18,0.73,0.34,0.09
054_442,0.16,0.62,0.27,0.04
054_106,0.19,0.65,0.3,0.04
054_115,0.26,0.72,0.38,0.05
054_348,0.23,0.57,0.32,0.05
054_477,0.24,0.6,0.32,0.03
054_370,0.19,0.61,0.3,0.06
054_224,0.23,0.66,0.38,0.13
054_639,0.17,0.63,0.29,0.05
054_309,0.24,0.63,0.34,0.04
054_550,0.24,0.65,0.37,0.1
054_061,0.29,0.66,0.39,0.05
054_384,0.21,0.61,0.35,0.12
054_329,0.18,0.68,0.3,0.05
054_564,0.23,0.66,0.34,0.05
054_087,0.22,0.65,0.34,0.06
054_536,0.29,0.65,0.39,0.05
054_013,0.19,0.66,0.31,0.06
054_313,0.5,0.71,0.57,0.05
054_242,0.75,0.74,0.77,0.04
054_292,0.19,0.61,0.3,0.04
054_436,0.28,0.64,0.38,0.04
054_197,0.27,0.61,0.36,0.04
054_173,0.18,0.61,0.29,0.06
054_195,0.25,0.61,0.34,0.04
054_122,0.18,0.61,0.29,0.05
054_501,0.33,0.65,0.42,0.05
054_223,0.27,0.65,0.37,0.04
054_185,0.23,0.72,0.38,0.1
054_600,0.21,0.63,0.31,0.04
054_642,0.19,0.68,0.36,0.15
054_230,0.32,0.66,0.41,0.05
054_257,0.19,0.68,0.31,0.05
054_597,0.26,0.63,0.36,0.05
054_121,0.27,0.67,0.37,0.05
054_194,0.2,0.61,0.3,0.05
054_183,0.2,0.68,0.33,0.07
054_333,0.26,0.64,0.4,0.13
054_044,0.33,0.71,0.44,0.06
054_060,0.33,0.7,0.44,0.07
054_069,0.47,0.64,0.53,0.05
054_518,0.26,0.61,0.35,0.05
054_516,0.25,0.63,0.35,0.05
054_618,0.24,0.71,0.37,0.09
054_180,0.35,0.7,0.45,0.06
054_588,0.37,0.67,0.46,0.06
054_308,0.17,0.6,0.29,0.06
054_426,0.17,0.63,0.29,0.05
054_146,0.24,0.64,0.34,0.05
054_032,0.19,0.74,0.34,0.08
054_469,0.19,0.63,0.31,0.05
054_500,0.18,0.62,0.29,0.03
054_093,0.21,0.69,0.37,0.12
054_088,0.53,0.74,0.61,0.06
054_424,0.25,0.65,0.35,0.04
054_201,0.26,0.6,0.35,0.04
054_280,0.3,0.71,0.42,0.07
054_561,0.19,0.61,0.31,0.06
054_431,0.19,0.6,0.3,0.04
054_408,0.24,0.61,0.35,0.06
054_190,0.25,0.63,0.35,0.05
054_502,0.17,0.61,0.28,0.05
054_196,0.24,0.6,0.33,0.04
054_480,0.29,0.6,0.37,0.04
054_387,0.25,0.64,0.35,0.04
054_210,0.21,0.63,0.32,0.06
054_592,0.21,0.5,0.35,0.16
054_297,0.23,0.56,0.31,0.04
054_467,0.28,0.61,0.37,0.04
054_172,0.23,0.6,0.33,0.06
054_353,0.18,0.72,0.32,0.05
054_474,0.26,0.68,0.37,0.05
054_298,0.64,0.73,0.69,0.07
054_259,0.26,0.61,0.37,0.08
054_450,0.28,0.66,0.38,0.05
054_104,0.16,0.63,0.28,0.05
054_033,0.25,0.67,0.37,0.06
054_051,0.22,0.64,0.33,0.04
054_441,0.19,0.66,0.31,0.05
054_360,0.19,0.63,0.3,0.05
054_529,0.46,0.68,0.53,0.05
054_274,0.32,0.63,0.41,0.05
054_581,0.35,0.64,0.43,0.06
054_320,0.22,0.58,0.31,0.04
054_473,0.3,0.69,0.4,0.05
054_506,0.23,0.66,0.34,0.05
054_554,0.28,0.67,0.38,0.05
054_637,0.23,0.69,0.35,0.05
054_580,0.18,0.66,0.31,0.07
054_596,0.19,0.64,0.31,0.05
054_419,0.22,0.64,0.32,0.04
054_430,0.22,0.71,0.35,0.06
054_460,0.24,0.64,0.34,0.05
054_538,0.2,0.57,0.29,0.04
054_390,0.25,0.65,0.41,0.15
054_458,0.18,0.63,0.29,0.05
054_521,0.2,0.62,0.31,0.05
054_243,0.22,0.63,0.33,0.05
054_407,0.17,0.66,0.3,0.06
054_544,0.31,0.69,0.41,0.06
054_336,0.17,0.69,0.32,0.09
054_570,0.34,0.69,0.43,0.04
054_624,0.17,0.68,0.3,0.06
054_090,0.22,0.71,0.35,0.06
054_266,0.19,0.65,0.32,0.07
054_107,0.33,0.72,0.44,0.07
054_627,0.2,0.57,0.36,0.17
054_346,0.22,0.69,0.36,0.09
054_540,0.26,0.72,0.4,0.1
054_059,0.24,0.59,0.42,0.22
054_495,0.17,0.63,0.29,0.05
054_334,0.45,0.59,0.51,0.06
054_367,0.21,0.7,0.33,0.05
054_415,0.21,0.61,0.31,0.05
054_151,0.19,0.6,0.3,0.05
054_565,0.32,0.71,0.43,0.06
054_571,0.26,0.64,0.36,0.05
054_216,0.25,0.64,0.35,0.04
054_055,0.4,0.7,0.49,0.06
054_296,0.35,0.73,0.46,0.07
054_553,0.25,0.62,0.37,0.1
054_265,0.22,0.72,0.36,0.08
054_198,0.24,0.66,0.35,0.05
054_640,0.17,0.64,0.29,0.05
054_414,0.2,0.66,0.33,0.09
054_552,0.27,0.69,0.39,0.07
054_381,0.55,0.71,0.61,0.06
054_591,0.22,0.64,0.33,0.05
054_573,0.21,0.63,0.32,0.05
054_446,0.17,0.67,0.3,0.05
054_231,0.19,0.64,0.31,0.05
054_638,0.21,0.61,0.31,0.04
054_293,0.19,0.6,0.29,0.04
054_413,0.21,0.6,0.3,0.04
054_349,0.24,0.64,0.34,0.05
054_118,0.46,0.7,0.54,0.06
054_084,0.35,0.67,0.45,0.07
054_376,0.23,0.6,0.32,0.05
054_327,0.52,0.68,0.58,0.05
054_300,0.31,0.69,0.42,0.07
054_228,0.21,0.71,0.33,0.05
054_143,0.25,0.65,0.35,0.05
054_406,0.19,0.6,0.29,0.04
054_625,0.27,0.49,0.33,0.04
054_014,0.19,0.69,0.32,0.06
054_157,0.33,0.69,0.43,0.07
054_279,0.28,0.66,0.39,0.08
054_275,0.36,0.69,0.45,0.05
054_409,0.38,0.68,0.47,0.06
054_017,0.25,0.68,0.37,0.06
054_085,0.33,0.67,0.43,0.06
054_117,0.2,0.63,0.31,0.05
054_114,0.21,0.6,0.31,0.04
054_347,0.23,0.64,0.34,0.05
054_345,0.24,0.74,0.38,0.08
054_147,0.17,0.6,0.28,0.04
054_464,0.22,0.63,0.33,0.05
054_182,0.21,0.6,0.31,0.05
054_027,0.17,0.73,0.32,0.08
054_128,0.29,0.66,0.39,0.05
054_138,0.55,0.69,0.62,0.08
054_363,0.19,0.57,0.29,0.05
054_403,0.33,0.64,0.42,0.05
054_139,0.31,0.64,0.4,0.05
054_245,0.24,0.68,0.35,0.05
054_337,0.18,0.68,0.31,0.07
054_440,0.19,0.67,0.31,0.05
054_189,0.27,0.65,0.38,0.06
054_176,0.18,0.68,0.3,0.05
054_503,0.23,0.69,0.35,0.06
054_423,0.2,0.66,0.32,0.07
054_499,0.19,0.62,0.3,0.04
054_351,0.2,0.64,0.31,0.05
054_636,0.23,0.65,0.36,0.09
054_150,0.25,0.62,0.34,0.04
054_386,0.18,0.64,0.3,0.05
054_328,0.17,0.65,0.3,0.05
054_166,0.54,0.71,0.6,0.05
054_213,0.74,0.72,0.76,0.05
054_558,0.34,0.68,0.44,0.07
054_067,0.18,0.67,0.31,0.06
054_608,0.36,0.65,0.45,0.05
054_282,0.62,0.7,0.67,0.06
054_557,0.17,0.66,0.29,0.05
054_123,0.21,0.67,0.33,0.05
054_125,0.18,0.66,0.31,0.07
054_471,0.18,0.65,0.3,0.05
054_429,0.18,0.64,0.29,0.05
054_312,0.26,0.73,0.39,0.07
054_339,0.2,0.7,0.35,0.08
054_273,0.24,0.7,0.39,0.11
054_025,0.17,0.62,0.29,0.05
054_492,0.17,0.67,0.3,0.06
054_488,0.16,0.67,0.29,0.06
054_083,0.2,0.7,0.35,0.1
054_404,0.19,0.65,0.31,0.05
054_311,0.41,0.69,0.5,0.06
054_357,0.51,0.71,0.58,0.06
054_616,0.22,0.65,0.33,0.05
054_042,0.27,0.65,0.38,0.05
054_428,0.19,0.63,0.3,0.05
054_262,0.18,0.63,0.29,0.05
054_091,0.43,0.71,0.52,0.06
054_305,0.21,0.67,0.33,0.06
054_437,0.21,0.69,0.34,0.06
054_131,0.31,0.74,0.44,0.09
054_255,0.18,0.69,0.31,0.06
054_484,0.29,0.62,0.37,0.05
054_156,0.2,0.64,0.31,0.04
054_623,0.2,0.6,0.3,0.04
054_009,0.41,0.74,0.51,0.08
054_148,0.21,0.64,0.32,0.05
054_276,0.25,0.71,0.38,0.08
054_577,0.22,0.71,0.38,0.13
054_304,0.19,0.61,0.33,0.11
054_241,0.24,0.67,0.35,0.05
054_434,0.43,0.7,0.51,0.05
054_410,0.2,0.66,0.31,0.05
054_136,0.24,0.69,0.36,0.06
054_226,0.2,0.58,0.29,0.04
054_057,0.28,0.73,0.43,0.11
054_120,0.21,0.63,0.32,0.04
054_248,0.29,0.7,0.4,0.05
054_015,0.21,0.69,0.33,0.06
054_398,0.19,0.6,0.29,0.04
054_418,0.19,0.58,0.29,0.04
054_109,0.22,0.72,0.37,0.1
054_510,0.19,0.7,0.31,0.05
054_130,0.2,0.66,0.33,0.07
054_651,0.44,0.59,0.58,0.22
054_271,0.26,0.59,0.36,0.06
054_289,0.22,0.66,0.35,0.09
054_371,0.18,0.68,0.31,0.06
054_652,0.32,0.64,0.48,0.2
054_263,0.31,0.69,0.41,0.05
054_382,0.26,0.65,0.36,0.05
054_643,0.17,0.7,0.34,0.12
054_203,0.16,0.7,0.3,0.07
054_566,0.17,0.61,0.28,0.05
054_072,0.23,0.66,0.35,0.07
054_010,0.26,0.71,0.39,0.07
054_375,0.23,0.65,0.34,0.05
054_217,0.23,0.66,0.34,0.05
054_635,0.23,0.54,0.31,0.04
054_206,0.23,0.65,0.33,0.05
054_006,0.3,0.73,0.42,0.06
054_380,0.25,0.6,0.34,0.04
054_291,0.25,0.74,0.39,0.09
054_523,0.18,0.67,0.31,0.06
054_466,0.21,0.73,0.36,0.1
054_287,0.33,0.72,0.44,0.06
054_359,0.23,0.67,0.35,0.06
054_039,0.16,0.65,0.31,0.11
054_096,0.2,0.65,0.33,0.07
054_396,0.19,0.58,0.3,0.06
054_049,0.17,0.65,0.29,0.04
054_126,0.24,0.69,0.36,0.05
054_164,0.28,0.64,0.37,0.05
054_512,0.17,0.68,0.32,0.09
054_456,0.19,0.61,0.31,0.07
054_475,0.24,0.62,0.33,0.03
054_326,0.36,0.62,0.51,0.21
054_341,0.22,0.6,0.31,0.04
054_322,0.22,0.63,0.33,0.05
054_459,0.2,0.64,0.31,0.05
054_505,0.37,0.63,0.44,0.04
054_078,0.18,0.63,0.29,0.05
054_162,0.21,0.69,0.33,0.06
054_205,0.25,0.65,0.36,0.05
054_511,0.27,0.69,0.38,0.05
054_041,0.33,0.67,0.42,0.05
054_177,0.21,0.67,0.35,0.09
054_401,0.21,0.62,0.31,0.05
054_619,0.41,0.73,0.51,0.09
054_097,0.19,0.68,0.33,0.09
054_012,0.2,0.73,0.34,0.08
054_140,0.18,0.62,0.3,0.07
054_444,0.23,0.63,0.33,0.04
054_411,0.19,0.69,0.36,0.14
054_621,0.49,0.69,0.56,0.05
054_306,0.21,0.68,0.33,0.05
054_641,0.17,0.71,0.33,0.1
054_373,0.26,0.63,0.35,0.04
054_249,0.27,0.67,0.37,0.05
054_277,0.24,0.63,0.36,0.08
054_454,0.2,0.66,0.32,0.06
054_003,0.21,0.64,0.32,0.05
054_377,0.2,0.62,0.3,0.03
054_081,0.58,0.69,0.64,0.07
054_270,0.21,0.62,0.32,0.07
054_319,0.2,0.57,0.29,0.04
054_261,0.18,0.63,0.29,0.04
054_219,0.27,0.65,0.37,0.04
054_455,0.19,0.58,0.29,0.04
054_601,0.39,0.7,0.48,0.05
054_011,0.25,0.72,0.38,0.07
054_029,0.24,0.69,0.36,0.05
054_175,0.23,0.65,0.34,0.06
054_607,0.32,0.62,0.4,0.04
054_234,0.31,0.64,0.41,0.07
054_443,0.18,0.64,0.3,0.05
054_617,0.2,0.71,0.34,0.08
054_119,0.3,0.69,0.41,0.06
054_278,0.23,0.69,0.35,0.06
054_063,0.41,0.7,0.49,0.06
054_541,0.19,0.71,0.33,0.07
054_400,0.2,0.69,0.33,0.06
054_493,0.18,0.69,0.31,0.05
054_560,0.31,0.64,0.41,0.06
054_532,0.25,0.64,0.35,0.05
054_433,0.26,0.65,0.36,0.06
054_586,0.19,0.6,0.3,0.04
054_068,0.27,0.65,0.38,0.06
054_181,0.17,0.58,0.28,0.04
054_179,0.22,0.62,0.32,0.04
054_485,0.2,0.64,0.31,0.05
054_100,0.48,0.65,0.53,0.04
054_105,0.18,0.63,0.29,0.05
054_220,0.21,0.59,0.3,0.04
054_285,0.22,0.64,0.33,0.06
054_559,0.25,0.59,0.34,0.05
054_075,0.48,0.69,0.55,0.06
054_472,0.42,0.66,0.49,0.05
054_613,0.27,0.66,0.37,0.05
054_082,0.29,0.65,0.43,0.13
054_169,0.17,0.69,0.3,0.06
054_315,0.23,0.62,0.33,0.05
054_649,0.26,0.63,0.38,0.1
054_089,0.21,0.72,0.34,0.07
054_330,0.19,0.59,0.29,0.05
054_037,0.41,0.75,0.51,0.07
054_545,0.22,0.66,0.36,0.1
054_610,0.21,0.64,0.32,0.06
054_161,0.23,0.7,0.39,0.14
054_526,0.21,0.62,0.31,0.04
054_028,0.21,0.68,0.33,0.06
054_647,0.2,0.63,0.38,0.19
054_562,0.16,0.64,0.28,0.05
054_452,0.2,0.64,0.31,0.05
054_369,0.26,0.64,0.36,0.05
054_264,0.26,0.72,0.39,0.07
054_250,0.2,0.63,0.31,0.05
054_074,0.19,0.62,0.3,0.05
054_281,0.2,0.63,0.31,0.05
054_186,0.17,0.69,0.32,0.09
054_604,0.16,0.69,0.33,0.13
054_575,0.19,0.64,0.31,0.05
054_438,0.21,0.58,0.3,0.04
054_244,0.18,0.62,0.29,0.05
054_187,0.34,0.55,0.4,0.04
054_603,0.17,0.69,0.33,0.11
054_267,0.21,0.66,0.35,0.1
054_479,0.22,0.62,0.32,0.05
054_385,0.3,0.64,0.4,0.06
054_547,0.26,0.73,0.4,0.08
054_167,0.18,0.6,0.28,0.03
054_343,0.23,0.65,0.33,0.04
054_354,0.36,0.7,0.45,0.06
054_578,0.18,0.64,0.3,0.05
054_497,0.16,0.68,0.29,0.06
054_048,0.21,0.6,0.31,0.04
054_365,0.21,0.63,0.32,0.05
054_494,0.17,0.64,0.29,0.05
054_556,0.26,0.75,0.39,0.07
054_335,0.28,0.64,0.42,0.14
054_432,0.2,0.62,0.31,0.05
054_449,0.19,0.64,0.3,0.05
054_476,0.19,0.68,0.32,0.06
054_366,0.24,0.65,0.35,0.05
054_064,0.3,0.66,0.39,0.05
054_646,0.26,0.65,0.38,0.09
054_555,0.18,0.67,0.3,0.05
054_286,0.23,0.5,0.32,0.08
054_323,0.19,0.63,0.31,0.05
054_254,0.18,0.61,0.3,0.07
054_152,0.18,0.65,0.3,0.05
054_094,0.22,0.64,0.33,0.05
054_129,0.17,0.62,0.28,0.05
054_200,0.28,0.7,0.39,0.06
054_316,0.2,0.64,0.36,0.14
054_237,0.19,0.63,0.3,0.05
054_645,0.21,0.61,0.35,0.12
054_170,0.22,0.69,0.35,0.08
054_393,0.2,0.62,0.31,0.05
054_102,0.24,0.67,0.36,0.06
054_256,0.17,0.69,0.3,0.05
054_168,0.26,0.68,0.37,0.05
054_332,0.29,0.67,0.4,0.06
054_598,0.3,0.69,0.4,0.06
054_626,0.2,0.67,0.32,0.05
054_468,0.5,0.69,0.56,0.05
054_543,0.19,0.64,0.32,0.08
054_420,0.2,0.65,0.32,0.06
054_062,0.31,0.62,0.39,0.05
054_522,0.3,0.57,0.37,0.03
054_034,0.2,0.63,0.31,0.04
054_246,0.21,0.54,0.29,0.03
054_229,0.16,0.67,0.29,0.06
054_142,0.22,0.63,0.33,0.05
054_002,0.18,0.62,0.29,0.05
054_178,0.2,0.69,0.32,0.05
054_648,0.22,0.57,0.31,0.05
054_077,0.19,0.7,0.33,0.07
054_389,0.17,0.67,0.3,0.05
054_445,0.16,0.64,0.28,0.05
054_362,0.24,0.63,0.34,0.05
054_633,0.41,0.74,0.51,0.06
054_448,0.2,0.63,0.31,0.04
054_235,0.29,0.64,0.39,0.07
054_144,0.46,0.68,0.53,0.05
054_133,0.19,0.64,0.3,0.05
054_184,0.33,0.64,0.42,0.05
054_247,0.27,0.68,0.38,0.07
054_395,0.29,0.67,0.4,0.06
054_065,0.21,0.68,0.33,0.05
054_590,0.28,0.73,0.41,0.07
054_569,0.22,0.66,0.36,0.12
054_159,0.38,0.72,0.48,0.07
054_364,0.21,0.68,0.33,0.05
054_222,0.37,0.67,0.46,0.05
054_076,0.39,0.72,0.48,0.05
054_008,0.21,0.64,0.33,0.06
054_514,0.16,0.61,0.28,0.05
054_214,0.21,0.63,0.32,0.05
054_036,0.18,0.66,0.3,0.05
054_344,0.27,0.72,0.4,0.08
054_508,0.2,0.64,0.31,0.05
054_470,0.18,0.62,0.29,0.04
054_524,0.18,0.67,0.34,0.12
054_513,0.24,0.74,0.39,0.09
054_528,0.18,0.69,0.31,0.05
054_397,0.37,0.63,0.48,0.13
054_599,0.36,0.67,0.44,0.05
054_193,0.24,0.7,0.36,0.05
054_016,0.21,0.64,0.31,0.04
054_145,0.19,0.64,0.3,0.04
054_394,0.23,0.62,0.34,0.08
054_342,0.37,0.68,0.45,0.05
054_208,0.28,0.64,0.39,0.06
054_374,0.19,0.61,0.29,0.03
054_209,0.31,0.68,0.4,0.04
054_046,0.22,0.62,0.32,0.04
054_149,0.27,0.59,0.36,0.04
054_606,0.31,0.7,0.42,0.06
054_478,0.23,0.62,0.33,0.05
054_489,0.24,0.64,0.35,0.05
054_058,0.55,0.7,0.6,0.05
054_050,0.42,0.67,0.5,0.05
054_111,0.19,0.7,0.32,0.06
054_644,0.23,0.53,0.33,0.08
054_030,0.38,0.64,0.46,0.04
054_533,0.22,0.59,0.32,0.04
054_134,0.2,0.67,0.32,0.05
054_092,0.17,0.68,0.3,0.06
054_099,0.17,0.66,0.29,0.05
054_546,0.22,0.69,0.37,0.11
054_288,0.2,0.58,0.29,0.04
054_135,0.21,0.6,0.31,0.04
054_079,0.21,0.62,0.32,0.04
054_421,0.23,0.6,0.32,0.04
054_412,0.23,0.61,0.33,0.04
054_391,0.17,0.63,0.29,0.05
054_251,0.29,0.69,0.39,0.06
054_325,0.47,0.72,0.55,0.05
054_171,0.3,0.72,0.44,0.12
054_584,0.25,0.64,0.35,0.04
054_073,0.36,0.66,0.44,0.04
054_020,0.21,0.69,0.33,0.05
054_066,0.2,0.68,0.33,0.06
054_253,0.23,0.59,0.32,0.05
054_038,0.2,0.69,0.33,0.05
054_321,0.22,0.7,0.34,0.05
054_465,0.31,0.69,0.41,0.06
054_572,0.18,0.7,0.34,0.11
054_233,0.2,0.66,0.33,0.08
054_303,0.2,0.6,0.3,0.05
054_054,0.25,0.68,0.36,0.05
054_080,0.2,0.68,0.32,0.05
054_549,0.2,0.63,0.31,0.05
054_537,0.28,0.63,0.37,0.04
054_461,0.2,0.57,0.29,0.04
054_589,0.33,0.63,0.41,0.04
054_594,0.22,0.64,0.33,0.05
054_163,0.5,0.68,0.57,0.05
054_629,0.2,0.72,0.35,0.1
054_218,0.23,0.66,0.35,0.05
054_582,0.24,0.71,0.39,0.12
054_202,0.19,0.63,0.3,0.04
054_108,0.18,0.7,0.31,0.06
054_487,0.16,0.67,0.33,0.14
054_035,0.48,0.69,0.55,0.05
054_290,0.36,0.62,0.44,0.05
054_110,0.19,0.71,0.32,0.05
054_462,0.22,0.64,0.33,0.05
054_299,0.19,0.61,0.3,0.05
054_634,0.31,0.74,0.43,0.07
054_483,0.28,0.66,0.38,0.05
054_071,0.27,0.58,0.35,0.04
054_447,0.2,0.64,0.31,0.04
054_525,0.17,0.71,0.32,0.08
054_463,0.2,0.62,0.3,0.05
054_517,0.23,0.64,0.33,0.05
054_338,0.27,0.65,0.38,0.07
054_024,0.21,0.66,0.32,0.04
054_417,0.27,0.61,0.36,0.04
054_258,0.31,0.71,0.43,0.08
054_211,0.32,0.61,0.4,0.05
054_307,0.26,0.57,0.34,0.04
054_324,0.37,0.7,0.46,0.05
054_238,0.21,0.59,0.3,0.03
054_154,0.24,0.7,0.37,0.07
054_482,0.26,0.49,0.32,0.02
054_563,0.4,0.71,0.49,0.06
054_021,0.26,0.66,0.35,0.03
054_388,0.42,0.74,0.51,0.06
054_567,0.27,0.75,0.41,0.08
054_317,0.17,0.6,0.28,0.05
054_331,0.23,0.61,0.33,0.05
054_047,0.36,0.7,0.48,0.1
054_530,0.25,0.62,0.35,0.05
054_252,0.19,0.65,0.31,0.05
054_504,0.25,0.66,0.35,0.04
054_192,0.2,0.66,0.32,0.05
054_127,0.21,0.7,0.33,0.05
054_653,0.27,0.5,0.34,0.05
054_019,0.32,0.73,0.43,0.06
054_422,0.23,0.64,0.33,0.05
054_188,0.27,0.68,0.38,0.05
054_103,0.18,0.66,0.3,0.05
054_361,0.21,0.59,0.31,0.04
054_221,0.45,0.67,0.52,0.05
054_314,0.26,0.67,0.37,0.05
054_579,0.24,0.58,0.33,0.05
054_574,0.19,0.63,0.3,0.04
054_070,0.22,0.67,0.34,0.05
054_427,0.3,0.69,0.4,0.05
054_568,0.24,0.71,0.36,0.05
054_542,0.23,0.66,0.38,0.13
054_622,0.19,0.6,0.29,0.04
054_098,0.2,0.61,0.32,0.07
054_358,0.28,0.62,0.37,0.05
054_587,0.23,0.62,0.34,0.06
054_272,0.2,0.75,0.36,0.1
054_026,0.19,0.66,0.31,0.05
054_425,0.21,0.64,0.32,0.05
054_481,0.26,0.65,0.36,0.05
054_095,0.22,0.63,0.35,0.09
054_007,0.36,0.68,0.45,0.04
054_534,0.22,0.69,0.34,0.05
